"Komentar","Kategori","",""
"kok hot sih","Negatif","",""
"minus desainnya engga bgt","Negatif","",""
"berapa min harganya","Netral","",""
"hadeh gua masih hot 10. 🤣🤣🤣🤣🤣 udh 5 tahun jalan . masih awet . pengen beli anyinggg yg produk infinik lgi","Positif","",""
"gampang panasss","Negatif","",""
"ini udh bs order ato hrs po dulu min??","Netral","",""
"kisaran harganya berapa min?","Netral","",""
"hp di celup ke air langsung padam😂😂","Negatif","",""
"masih stay hot 30","Positif","",""
"bagus sih tpi ragu karna seri HOT","Netral","",""
"makin kesini ko malah makin burem kameranya ya","Negatif","",""
"nunggu spek gahar, gebrakan baru dng bahan ttanium dong min ayoo sekarang yg di cari konsumen bkn merk tp spek & kualitas yg no. 1","Netral","",""
"hindari seri hot gak sih?? kok bikin ngiler bgt spek nya 🥰","Positif","",""
"harga min?","Netral","",""
"Harga nya berapa","Netral","",""
"syudah punya dr Jaman dulu","Positif","",""
"bagus bgt","Positif","",""
"gajian co ah","Positif","",""
"harga segtu udah sepaket ma tas apa gmn","Netral","",""
"kemaren habis beli suka banget ...🥰makasih","Positif","",""
"udh punya bagus banget","Positif","",""
"SDH pnya😁","Positif","",""
"kirain tuker tambah 😂","Netral","",""
"aku udh punya warna unggu mmg bgs bgt buat bawa bekal suami tiap hari","Positif","",""
"bagus","Positif","",""
"dah punya warna biru","Positif","",""
"klo buat sayur bisa g??","Netral","",""
"sudah co 2 pcs ka","Positif","",""
"yg ungu aq pny tuh..dan d iklanin jg udah beli...","Positif","",""
"aman kah buat yg panas","Netral","",""
"kemaren beli tapi botol masukin air bocor tutup nya kurang korek,tasnya juga kegedean jd kurang pas sama wadah nya 🙏🙏🙏","Negatif","",""
"kalau tuperware bisa di tuker kok kak.","Netral","",""
"Alhamdulillah dh punya dl msh dpt hrga 26","Positif","",""
"caranya order gimana kak","Netral","",""
"sudah punya warna biru","Positif","",""
"ak dh beli dong tp yg warna ungu bgus sumpah 🥰","Positif","",""
"sdh beli pas dibuka resretingx rusak","Negatif","",""
"aku justru gk mau pny mantu wanita yg kerja di luaran, cukup suami nya, aja yg kerja","Netral","",""
"wes. punya 2","Positif","",""
"berapaan","Netral","",""
"punya ginian berahar botol minum nya gak ilang......eee ilang jugaaa😭","Negatif","",""
"beli ini tmpt minumnya kok bau plastik ya,anakku g mau pki","Negatif","",""
"Apa","Netral","",""
"knp botolnya bisa bau ya bang.? jadi males make nya","Negatif","",""
"y","Netral","",""
"tetap tuperware sih ga ada yg lain😅😅","Negatif","",""
"bagus 👍👍👍","Positif","",""
"aku dpt gratis ongkir","Positif","",""
"lengkap sama tasnya nggak","Netral","",""
"jd 53.500 kk","Netral","",""
"lah harganya murah ongkirnya yg mahal","Negatif","",""
"30rb trnyta 54rb","Negatif","",""
"@maulinams","Netral","",""
"aku dah co moga yg datang benar2 yg diiklankan","Positif","",""
"sy sdh beli..","Positif","",""
"mau bun","Positif","",""
"krnjg kuning ny mn kk","Positif","",""
"aku CO datangnya dah lain gk da tas tmptnya hanya plastik","Negatif","",""
"naro nya miring tkut bekel nya PD tumpah dan brantakan","Negatif","",""
"Aku dah chekout, gratis ongkir","Positif","",""
"sy udah bli bagus banggat barang nya kurir nya juga ramah amanah lagi toko nya🥰🥰🥰","Positif","",""
"mau KK gimana caranya","Positif","",""
"aku udh beli yg pink udh lama si aku beli menurutku recomended bgt karna enak dibawa kemana mana","Positif","",""
"kata ny cm 30rb tp hrga yg tertera 42.000","Negatif","",""
"jd 43rb kk","Negatif","",""
"sama tas nya kan...dan harga nya memang itu kan.... klu Sy pesan datang nya gk sesuai di Vidio dan gk ada tas nya ..jujur Sy gk mau bayar ok","Netral","",""
"maw kak","Positif","",""
"kpn ada lg lunch boox","Netral","",""
"aq sudah beli 2 langsung dong","Positif","",""
"sya pessen yg ini kak","Positif","",""
"bisa di microwave gk kak","Netral","",""
"kok cepet pecah ya...aku baru beli pas dilihat pecah .","Negatif","",""
"ko pssenan sy blm dtg2 ya kmn","Negatif","",""
"la d hbs kok kak","Negatif","",""
"ini sdh sama ongkir nya kh","Netral","",""
"kok hrgnya beda pas di keranjang kuning 69.900","Negatif","",""
"aq mau Bun klw gratis ongkir","Positif","",""
"aku dh beli di sini 50 rbu .isi nya cm satu tempat makan.satu botol,sendok garpu..sngt kecewa","Negatif","",""
"gmn cr pesannya ka","Netral","",""
"wwoo🥰","Positif","",""
"dapat tas nya ngk","Netral","",""
"Pengiriman dr mana kk","Netral","",""
"Bukan 30 ka 39rb","Negatif","",""
"aku dah cek.out warna ungu kak tinggal nunggu sampai..smoga bagus y...tp hrgny 50 k udah sm.ongkir","Netral","",""
"bisa cod kak","Netral","",""
"jadi 50 rb Kakak
bukan 30 rb...🤭🤣🙏","Negatif","",""
"mahal ongkirnya dek ke lampung","Negatif","",""
"kata nya 30 rb .gmn sih","Negatif","",""
"mbak sy mau beli","Positif","",""
"keren","Positif","",""
"saya udh chekout Tanggerang brpa hari","Positif","",""
"aku beli kecewa","Negatif","",""
"ok kakak","Netral","",""
"engga bsa cod y","Negatif","",""
"d ' 42 lebih harganya ko blg 30 ribuan","Negatif","",""
"d kranjang kuning 42500","Negatif","",""
"kak kok g ad yg cod","Negatif","",""
"aku dh beli 50 rbu..d sini.barang nya cm satu tmpat makan dan botol satu..sngt mengecewakan","Negatif","",""
"pertama dulu jualan kopi murah","Netral","",""
"ko harga nya 47 sih","Negatif","",""
"tempat makannya oke, tapi botol minumnya agak kurang bagus kualitasnya, worth to buy sih murce","Positif","",""
"keranjang kuningnya ga ada","Negatif","",""
"gk ad keranjang kuning","Negatif","",""
"ka ko ga ada keranjang kuning nya?","Negatif","",""
"mna keranjang kuning nya kak","Netral","",""
"belanja lewat whsp bisa g ,aku dari tiktok g bisa","Netral","",""
"yang stainless ada nggk kakkk box lunch nya","Netral","",""
"saya udah beli. kmaren paket nya sampai 👍","Positif","",""
"maaf ini bkn maxim abal2 kan🙏🏻🙏🏻","Netral","",""
"aq sudah bli tp ko pas di pke cepet gosong kualinya....😌","Negatif","",""
"saya juga beli sudah datang tapi tipis","Negatif","",""
"saya juga da beli tapi lengket","Negatif","",""
"su udah pesen ko blom datang ya","Negatif","",""
"dah beli tuh.. 🥰🥰🥰🥰","Positif","",""
"tipis gak bagus ..aku dah beli...kecewa ah","Negatif","",""
"sy sdh beli,tipis...buat goreng telor api keciil aja gosong","Negatif","",""
"sy udh pesen datang nya kewalinya penyok","Negatif","",""
"bahannya apa","Netral","",""
"tapi aku beli yg pengirenganya agak penyok dikit ","Negatif","",""
"cepet panas panci y","Negatif","",""
"👍😊","Positif","",""
"sy sudah beli dan sdh datang tp pegangannya patah semua tlg kl bisa packingnya di kardus biar tdk terjadi kerusakan & itu merugikan konsumen🙏","Negatif","",""
"aku uda beli tapi nga bisa d pake buat goreng anguss😭😭lengket lagi..nyesel si tapi uda kebeli😏😏","Negatif","",""
"saya sdah beli bagus banget GK mengecewakan semoga terus amanah👍👍👍","Positif","",""
"aq udh pesen , eh dateng nya cpt banget lumayan bagus sesuai hrga makasih","Positif","",""
"sy bli kewalinya penyok bang","Negatif","",""
"sy sdh PSN dn brg SDH DTG,tp penyot","Negatif","",""
"saya sudah pesan dan tiba bagus sih blm d pakai,tp sayang penyok2 d beberapa sisi,mungkin katna harga ya 😒😒😪😪","Negatif","",""
"q beli buat goreng lengket smua sampe gosong","Negatif","",""
"saya sdh pesen & sdh sp mnrt saya tipis ya","Negatif","",""
"takutnya g sama datengnya","Negatif","",""
"aku dah beli pas di pkek lengket dah gtu penggorenganx cepat gosong nyesel","Negatif","",""
"udah beli tapi cepet gosong.. lengket","Negatif","",""
"aq uda beli,,, tapi blm d pake,👍","Positif","",""
"mau co tp ongkirnya kok mahal","Negatif","",""
"keranjang kuning ny ada?","Netral","",""
"keren 🥰🥰","Positif","",""
"ada ttupnya gak???","Netral","",""
"bahan apa kak?","Netral","",""
"gimana kak caranya pesan","Netral","",""
"Saya beli lengket banget,bahan nya tipis","Negatif","",""
"🥰","Positif","",""
"beda iklan sama barangnya. marketing mah ini😅","Negatif","",""
"untung baca koment dan akhirnya tak jdi bli kkkkk","Negatif","",""
"aku blum liat iklan sdh bli tp ko kurg ya bhnny tipis","Negatif","",""
"saya bli pada penyok","Negatif","",""
"lengket ga","Netral","",""
"bisa untuk di kompor induksi gk?","Netral","",""
"AQ sudah beli..agak kecewa,panci cepet gosong,coba goreng telur lengket","Negatif","",""
"saya udah beli tapi ada yg penyok","Negatif","",""
"duh murah bgt tapi lagi ga ada budget belnja ..masukin keranjang dulu deh 😅","Positif","",""
"wah menarik bgt","Positif","",""
"aku udah beli sesuai harga sih di pakek gosong, ternyata maxsim abal² tak musiumin tuh sekarang","Negatif","",""
"UD beli tu cuma lengket jg g tahan panas buat masak langsung gosong","Negatif","",""
"kmahalan karena ongkirnya","Negatif","",""
"masih mahal","Negatif","",""
"kok mahal sis","Negatif","",""
"gmn caranya","Netral","",""
"kok mhl bngett","Negatif","",""
"ini mah harga toko, bkn harga grosir","Negatif","",""
"cara beli dan hrg nya berapa.??","Netral","",""
"berapa harganya perkarton","Netral","",""
"mana keranjang kuningnya inih 🤭","Positif","",""
"hargany brp y mbk","Netral","",""
"100 dus gimana caranya","Netral","",""
"ka minimal order gk ka","Netral","",""
"cara ordernya gmn kak","Positif","",""
"waww banyak bgt kak kopinya 😊","Positif","",""
"keranjang kuning ya mana","Netral","",""
"belum ada di lokasi saya","Negatif","",""
"1 dus berapa ya","Netral","",""
"mhl ongkos,jd 160","Negatif","",""
"mahal di agen sini 141","Negatif","",""
"exspaert nya Samapi kapan KK","Netral","",""
"brapa ka satu karton","Netral","",""
"cara beli nya gmna ka","Netral","",""
"keren","Positif","",""
"whaaaat kemahalan banget","Negatif","",""
"MAHALLLLLLLLLLLLL","Negatif","",""
"setelah aku masuk kok harganya mahal...","Negatif","",""
"mahal di ongkos","Negatif","",""
"@","Netral","",""
"mahal ongkirnya 🥺","Negatif","",""
"mn live nya","Netral","",""
"waaaah mahal bangeeet...","Negatif","",""
"caranya gmn","Netral","",""
"bisa ongkos kargo?","Netral","",""
"lebih mahal dari agen","Negatif","",""
"per karton berapa kak","Netral","",""
"brp hrg nya?","Netral","",""
"100 dus brpa bos bisa krim ke bgor","Netral","",""
"mantul","Positif","",""
"laris manis kk","Positif","",""
"brpapa harg nya","Netral","",""
"laris manis kk🥰","Positif","",""
"lahh mnding beli d agen...lbih murah😅😅","Negatif","",""
"promo apanya 153😅","Negatif","",""
"cara check out nya gmna ka?","Netral","",""
"brapa","Netral","",""
"👍","Positif","",""
"kalbar bisa kah kak","Netral","",""
"Of course ..... 👌🏾✌🏾👍🏾👍🏾👍🏾👍🏾👍🏾 ...... Very steady 👌🏾","Positif","",""
"keren...... nah yang pengen kopi gatotkoco bisa cek profil ane ya","Positif","",""
"satu kardus kapal api","Netral","",""
"Kapal ai terbaik","Positif","",""
"👍👍👍","Positif","",""
"bisa aku belanja","Positif","",""
"berapa harganya","Netral","",""
"keren","Positif","",""
"banyak euy","Positif","",""
"mantap","Positif","",""
"nice","Positif","",""
"1 dus isinya berapa renceng","Netral","",""
"ok","Positif","",""
"mantap kak👍","Positif","",""
"🥰","Positif","",""
"@kimnuri","Netral","",""
"@queendedew22","Netral","",""
"😳😳😳
bnyak bgt","Positif","",""
"wih mantap ni🥰🥰🥰","Positif","",""
"mantap","Positif","",""
"😋😋","Positif","",""
"Mau dong kk","Positif","",""
"MAHAL.. 150 RB","Negatif","",""
"lebih murah beli di agen langgananku, padahal belinya cuma 1 kardus","Negatif","",""
"☕⛵💪🔥😇🤝😇😇","Netral","",""
"aku jual 140","Negatif","",""
"sama aja mending beli di agen lbh murah 😅","Negatif","",""
"Kena prank saya aja jual masih bisa 148 - 150 / karton 😂😂😂😂","Negatif","",""
"muahal buanget di agen ga nyampe segitu harga nya","Negatif","",""
"mlh murah jual ditokoku","Negatif","",""
"kemahalan","Negatif","",""
"sy beli di toko lgsg 145","Negatif","",""
"kemahalan 154.di agen paling tinggi 144","Negatif","",""
"sama dengan harga encer, malah kalau di total 90rban cuma","Netral","",""
"gimana caranya mohon infonya","Netral","",""
"Kalau mau ikutan dgimana caranya saya di bandung","Netral","",""
"ga ada yang di respon toh😶 gmnh klo mau bner"" buk usha ka","Negatif","",""
"ongkirnya kok mahal","Negatif","",""
"mcm mn nak ordernya sis","Netral","",""
"gmna caranya klo saya punya modal pas"" buka warung sembako","Netral","",""
"paket segitu ga nyampe 100 rb pling kisaran 80 rb","Negatif","",""
"😇","Positif","",""
"pengen jadi reseler","Netral","",""
"iya gmn cara,y","Netral","",""
"paket 1jt ada?","Netral","",""
"gimana caranya kak","Netral","",""
"AQ pnge jdi reseller kaa","Netral","",""
"GK ada kerajangnya","Negatif","",""
"Ok juga ni","Positif","",""
"perjuma comentar gk di respon😂","Negatif","",""
"ga di respon ei","Negatif","",""
"ongkir ny tinggi gk","Netral","",""
"gimana caranya kirim dr mana","Netral","",""
"klo mau pesen cara nya gimana","Netral","",""
"mau dong","Positif","",""
"mau jualan","Netral","",""
"kalau mau pesen cara ny gimna","Netral","",""
"gimana cara belinya kak","Netral","",""
"ndk ada keranjang kuning","Negatif","",""
"ikut jualan kak 🥰🥰🥰","Positif","",""
"gmna cara beli nya ka","Netral","",""
"😂murah sih murah 😂ongkir nya mahal 🤣","Negatif","",""
"klu mau pesan caranya gmn","Netral","",""
"ada lowongan kerja","Netral","",""
"Apa aj itu paket 100rb?","Netral","",""
"ada sistem riseler nya ga","Netral","",""
"bisa kirim ke cirebon gak","Netral","",""
"mahal bgt","Negatif","",""
"KA kalu minyak berapa","Netral","",""
"Berat diongkir","Negatif","",""
"minyak seliter harga brpa ka","Netral","",""
"kenapa mahal yaa","Negatif","",""
"kirim Lampung bisa kak","Netral","",""
"klau ke sumatra kena gk ?","Netral","",""
"kirim keserang 100 krat bisa?","Netral","",""
"mahal di ongkirnya 😳","Negatif","",""
"kenapa stok kopi kosong terus di aplikasi","Negatif","",""
"kok mahal2 barangnya belum ongkirnya","Negatif","",""
"beli dus lebih hemat","Negatif","",""
"Kok lihat keranjang gak ada yang cocok harga nya kak🙏🏻","Negatif","",""
"mahal bos..","Negatif","",""
"mhl blm ongkir","Negatif","",""
"ada minyak ga ka","Netral","",""
"gresik bisa t","Netral","",""
"mahal smua bjir","Negatif","",""
"mau kkbuat dagang warung harga ny berapa 1dus","Netral","",""
"apa yang mau di ambil untung orang harganya mehong","Negatif","",""
"🥰🥰🥰🥰🥰","Positif","",""
"toko yg amanah inih..aku belanja di toko sebelah pas LG live..dapet murahh..mana dapet hadiahnyah lagi..lancar terus yahhh","Positif","",""
"sebenarnya banyak yg murah disini,tapi sayang gak kesemua daerah,aku blanja 3x tapi karena gak ada yg satu jalur akhirnya di putus antar ke toko","Positif","",""
"pernah beli ambil ambil aja tiba tiba bayar hampir 100rb 😂","Negatif","",""
"pengen punya warung seblak kaya gini ya Allah 🥺","Positif","",""
"sambel ny jgn trllu bnyk Aidaa teh🥺 aku prnh kesana pesen yg pedes asin itu jd agak pait. ku pikir itu pst aida ny bnyk🥺","Negatif","",""
"pelayanan nya lama bgttt, prnh hampir 2 jam nunggu nya😌 paling cpt 1jam","Negatif","",""
"belom kesampean kesini, tiap lewat antrinya ga kuat🥺","Positif","",""
"bismillah semoga warung seblaku berkembang kayq punya teh windi. amin🥰","Positif","",""
"itu sehari abis teh?
allahumasolialasayidina muhanad mudah2an warung seblak aku bisa kaya seblak teh windy🤲🏻😘","Positif","",""
"Kalo deket ku beli seblak toping satu satu. gausah pake kerupuk sama sayur 😆","Negatif","",""
"pertama nih besty🥰","Positif","",""
"kalau dket q udh bolak balik mkn seblak teh windy.... yg d sayngkan jauh.... q d cikes... 🥺🥺🥺🥺","Positif","",""
"bawa duit 10k kesitu kayanya mikir keras😀","Negatif","",""
"klo aku beli seblak disini, krupuknya ga diambil. paling cuma suki sukiannya yg diambil..","Negatif","",""
"Kemarin aku baru aja makan seblak tah windy... Seblak nya bnyk bgt pilihan nya... Rasanya enak... 🤤🤤🤤","Positif","",""
"@dandidarmawan_20 ayo ke seblak teh Windy Deket ubp","Positif","",""
"karawang mana nya si ini teh? ngilerrr uy","Positif","",""
"Karawang di daerah mna ka","Netral","",""
"krwangnya dmna kak","Netral","",""
"jadi pengen seblak🥰","Positif","",""
"Panutanku nih teh @Seblaktehwindy , mudah2an karir seblak aku kaya teh windy ya .. Aminnn 🤲🏼😇 Tapi pertopingan ada beberapa yang belum ada nih kaya teh windy , frozenan Bogor gak selengkap itu tth 🥺","Positif","",""
"Ya aalh aku teh dari dulu pengen seblak ini tapi jauh","Positif","",""
"coba aja ada di Tangerang pasti kalab","Positif","",""
"daerah mana kak🙏🏼","Netral","",""
"mau teh.. jualan kaya teteh","Positif","",""
"gua prnh bli seblak ngmbil toping cmn 4 macam/5 mcm tbtb pas udh jdi mau bayar total 60 rebu nngis bgt mn kurang enk lgi😭😭","Negatif","",""
"d rmh w byk yg jualan seblak tp g ad yg kek gni woii lahh.😭🤌","Positif","",""
"ngiler banget tim yg beli seblak seneng liat yg kumplit😅","Positif","",""
"sangat menginspirasi saya jga pngen punya warung seblak bgtu, smga trsemogakan 😌","Positif","",""
"karawangnya ini dimana teh ?","Netral","",""
"Buka jam brp ya teh,ada yg tau","Netral","",""
"ya Allah kalap liatnya jg 🥺","Positif","",""
"kumplit bngt suka pengen tapi jauh;(","Positif","",""
"andaikan jakarta ada yang kaya gini..","Positif","",""
"kalo aja deket jajan tiap hari teh","Positif","",""
"mau kesini tp jauhhhh🥺","Positif","",""
"buka jam brpa teh soal ya wktu mau ke sna ngantri bngt biar gak ngantri jam brpa yaa ?","Netral","",""
"@aries gas kui kwk","Positif","",""
"rapi bersih, andai di tempat ku ada yg jualan modelan Kya gini","Positif","",""
"Tangerang ga ada yg begini kalo deket tiap hari nyeblak ni😥😩","Positif","",""
"pengen nyobain langsung tapi sayang jauh banget, aku di Sumedang..😅","Positif","",""
